counter,StopId,StopName,StreetNum,OnStreet,AtStreet,UTAStopID,latitude,longitude
1442,16392,1700 S @ 1896 W ,1896,W 1700 S ,INDUSTRIAL RD ,124058,40.73323104,-111.944341
1443,16393,1700 S @ 1970 W ,1970,W 1700 S ,INDUSTRIAL RD ,124059,40.73323099,-111.946865
1444,16399,PIONEER RD @ 1710 S ,1710,S PIONEER RD ,INDUSTRIAL RD ,124065,40.73265101,-111.958131
1445,16400,PIONEER RD @ 1850 S ,1850,S PIONEER RD ,INDUSTRIAL RD ,124066,40.72937196,-111.958127
1446,14747,PIONEER RD @ 1875 S ,1875,S PIONEER RD ,MAYWOOD DR ,124067,40.72871302,-111.957961
1447,20921,LAKE PARK BLVD @ 2473 S ,2473,S LAKE PARK BLVD ,INDUSTRIAL RD ,124068,40.71714302,-111.9892061
1448,16402,NORTH FRONTAGE RD @ 2910 W ,2905,W NORTH FRONTAGE RD ,INDUSTRIAL RD ,124069,40.72656098,-111.962337
1449,16503,2400 W @ 135 S ,135,S 2400 W ,NORTH TEMPLE ,124072,40.768778,-111.958122
1450,16962,3600 W @ 2401 S ,2401,S 3600 W ,INDUSTRIAL RD ,124073,40.71827499,-111.977068
1451,20922,LAKE PARK BLVD @ 2476 S ,2476,S LAKE PARK BLVD ,INDUSTRIAL RD ,124076,40.71714498,-111.989461
1452,21114,PIONEER RD @ 1381 S ,1381,S PIONEER RD ,CALIFORNIA AVE ,124078,40.73972098,-111.957921
1453,16046,1820 S @ 3375 W ,3375,W 1820 S ,CALIFORNIA AVE ,124091,40.73081904,-111.972148
1454,16271,4130 W @ 1775 S ,1775,S 4130 W ,CALIFORNIA AVE ,124095,40.73194599,-111.989891
1455,16282,3600 W @ 2400 S ,2400,S 3600 W ,CALIFORNIA AVE ,124097,40.71826801,-111.977297
1456,16401,PIONEER RD @ 2000 S ,2000,S PIONEER RD ,CALIFORNIA AVE ,124098,40.72827103,-111.958703
1457,16966,PIONEER RD @ 1715 S ,1715,S PIONEER RD ,1700 S ,124102,40.73278499,-111.957912
1458,16969,1700 S @ 2175 W ,2175,W 1700 S ,SWANER RD ,124103,40.73304704,-111.951214
1459,21277,CALIFORNIA AVE @ 2330 W ,2330,W CALIFORNIA AVE ,SWANER RD ,124111,40.74059197,-111.953018
1460,18496,2100 S @ 40 W ,40,W 2100 S ,RICHARDS ST ,125007,40.72551797,-111.8922681
1461,14722,400 S @ 285 W ,285,W 400 S ,300 W ,125010,40.76050797,-111.899082
1462,14723,400 S @ 175 W ,175,W 400 S ,200 W ,125011,40.76050303,-111.896011
1463,5531,400 S @ 10 W ,10,W 400 S ,MAIN ST ,125013,40.76079201,-111.891872
1464,18251,400 S @ 65 W ,65,W 400 S ,WEST TEMPLE ,125014,40.76050496,-111.8933341
1465,14724,400 S @ 198 W ,198,W 400 S ,200 W ,125015,40.76078502,-111.896495
1466,15596,300 W @ 105 S ,105,S 300 W ,100 S ,125018,40.76694598,-111.899506
1467,18254,500 S @ 20 W ,20,W 500 S ,MAIN ST ,125019,40.75856798,-111.891549
1468,18255,500 S @ 90 W ,90,W 500 S ,WEST TEMPLE ,125020,40.75858504,-111.893571
1469,5479,200 S @ 255 W ,255,W 200 S ,300 W ,125021,40.76488203,-111.898931
1470,5481,200 S @ 125 W ,125,W 200 S ,WEST TEMPLE ,125023,40.76486903,-111.894645
1471,18257,400 S @ 865 W ,865,W 400 S ,900 W ,125026,40.76054201,-111.916275
1472,18141,MAIN ST @ 1720 S ,1720,S MAIN ST ,1700 S ,125041,40.732794,-111.8911891
1473,18142,MAIN ST @ 1798 S ,1798,S MAIN ST ,1800 S ,125042,40.73141202,-111.891188
1474,18143,MAIN ST @ 1908 S ,1908,S MAIN ST ,1910 S ,125043,40.72874598,-111.891196
1475,18144,MAIN ST @ 2082 S ,2082,S MAIN ST ,2100 S ,125044,40.72609503,-111.89121
1476,18176,MAIN ST @ 2015 S ,2015,S MAIN ST ,REDONDO AVE ,125053,40.72627797,-111.891015
1477,18177,MAIN ST @ 1943 S ,1943,S MAIN ST ,HARTWELL AVE ,125054,40.72806596,-111.891017
1478,18178,MAIN ST @ 1879 S ,1879,S MAIN ST ,LAYTON AVE ,125055,40.729383,-111.891017
1479,18179,MAIN ST @ 1791 S ,1791,S MAIN ST ,COATSVILLE AVE ,125056,40.73128304,-111.89101
1480,4301,400 S @ 902 W ,902,W 400 S ,900 W ,125070,40.760772,-111.917239
1481,16465,400 S @ 998 W ,998,W 400 S ,900 W ,125071,40.76077303,-111.919362
1482,16466,400 S @ 1120 W ,1120,W 400 S ,900 W ,125072,40.760786,-111.922839
1483,16467,400 S @ 1168 W ,1168,W 400 S ,900 W ,125073,40.76073804,-111.924554
1484,16410,400 S @ 1234 W ,1234,W 400 S ,900 W ,125074,40.760738,-111.926838
1485,16414,CHEYENNE ST @ 490 S ,490,S CHEYENNE ST ,500 S ,125081,40.75861199,-111.934348
1486,16915,CHEYENNE ST @ 401 S ,409,S CHEYENNE ST ,400 S ,125083,40.760447,-111.934215
1487,16918,400 S @ 1179 W ,1179,W 400 S ,EMERY ST ,125087,40.760558,-111.924976
1488,16919,400 S @ 1049 W ,1049,W 400 S ,GOSHEN ST ,125088,40.76055804,-111.921198
1489,16920,400 S @ 1001 W ,1001,W 400 S ,1000 W ,125089,40.76055898,-111.919782
1490,16921,400 S @ 905 W ,905,W 400 S ,900 W ,125090,40.76056096,-111.917281
1491,18497,2100 S @ 108 W ,108,W 2100 S ,WEST TEMPLE ,125097,40.72551496,-111.8944961
1492,18498,2100 S @ 105 W ,105,W 2100 S ,WEST TEMPLE ,125098,40.72533401,-111.894213
1493,18499,2100 S @ 5 W ,5,W 2100 S ,MAIN ST ,125099,40.72533499,-111.891384
1494,18690,WEST TEMPLE @ 155 S ,155,S WEST TEMPLE ,100 S ,125103,40.76602696,-111.893799
1495,18896,CHEYENNE ST @ 330 S ,330,S CHEYENNE ST ,100 S ,125104,40.76216703,-111.934354
1496,18856,REDWOOD RD @ 445 S ,445,S REDWOOD RD ,400 S ,125105,40.75910697,-111.938847
1497,18860,300 W @ 120 S ,120,S 300 W ,400 S ,125109,40.76677798,-111.899689
1498,18861,400 S @ 765 W ,765,W 400 S ,200 S ,125110,40.76049499,-111.913206
1499,18897,CHEYENNE ST @ 321 S ,321,S CHEYENNE ST ,W 300 S ,125111,40.76238703,-111.934229
1500,18898,CHEYENNE ST @ 598 S ,598,S CHEYENNE ST ,600 S ,125112,40.75675897,-111.934323
1501,18899,CHEYENNE ST @ 656 S ,656,S CHEYENNE ST ,ARAPAHOE AVE ,125113,40.755219,-111.9343209
1502,18917,CHEYENNE ST @ 603 S ,603,S CHEYENNE ST ,600 S ,125131,40.75652096,-111.9341691
1503,18918,CHEYENNE ST @ 505 S ,505,S CHEYENNE ST ,500 S ,125132,40.75832398,-111.934193
1504,18948,1300 W @ 651 S ,651,S 1300 W ,650 S ,125147,40.75486497,-111.927934
1505,18949,1300 W @ 730 S ,730,S 1300 W ,WASATCH AVE ,125148,40.753304,-111.928078
1506,18951,1300 W @ 743 S ,743,S 1300 W ,WASATCH AVE ,125150,40.75303898,-111.927976
1507,19085,EMERY ST @ 1145 S ,1145,S EMERY ST ,FREMONT AVE ,125157,40.74487603,-111.924669
1508,19086,CALIFORNIA AVE @ 1248 W ,1248,W CALIFORNIA AVE ,GLENDALE DR ,125158,40.74054097,-111.927397
1509,19087,900 W @ 1176 S ,1176,S 900 W ,GLENDALE DR ,125159,40.74329601,-111.916983
1510,16388,REDWOOD RD @ 1945 S ,1945,S REDWOOD RD ,400 S ,125170,40.72713702,-111.938837
1511,16389,REDWOOD RD @ 1899 S ,1899,S REDWOOD RD ,400 S ,125171,40.72831098,-111.9388511
1512,16390,REDWOOD RD @ 1801 S ,1801,S REDWOOD RD ,400 S ,125172,40.73052898,-111.938859
1513,17025,REDWOOD RD @ 1695 S ,1695,S REDWOOD RD ,1700 S ,125173,40.73344604,-111.938857
1514,17026,REDWOOD RD @ 1567 S ,1567,S REDWOOD RD ,HARRIS AVE ,125174,40.73486504,-111.938858
1515,17027,REDWOOD RD @ 1515 S ,1515,S REDWOOD RD ,1500 S ,125175,40.737578,-111.938807
1516,17028,REDWOOD RD @ 1285 S ,1285,S REDWOOD RD ,CALIFORNIA AVE ,125176,40.74099802,-111.938857
1517,17029,REDWOOD RD @ 1125 S ,1125,S REDWOOD RD ,CALIFORNIA AVE ,125177,40.74471801,-111.938852
1518,16908,REDWOOD RD @ 1001 S ,1001,S REDWOOD RD ,CALIFORNIA AVE ,125179,40.74795397,-111.938859
1519,16910,REDWOOD RD @ 705 S ,705,S REDWOOD RD ,INDIANA AVE ,125181,40.75370804,-111.938868
1520,16911,REDWOOD RD @ 625 S ,625,S REDWOOD RD ,INDIANA AVE ,125182,40.75590203,-111.938892
1521,16912,REDWOOD RD @ 521 S ,521,S REDWOOD RD ,INDIANA AVE ,125183,40.75781099,-111.9388949
1522,16173,REDWOOD RD @ 390 S ,390,S REDWOOD RD ,400 S ,125185,40.76112602,-111.939181
1523,16176,REDWOOD RD @ 758 S ,758,S REDWOOD RD ,INDIANA AVE ,125188,40.75356503,-111.939151
1524,16177,REDWOOD RD @ 840 S ,840,S REDWOOD RD ,INDIANA AVE ,125189,40.75149804,-111.939151
1525,16178,REDWOOD RD @ 980 S ,980,S REDWOOD RD ,INDIANA AVE ,125190,40.74894401,-111.9391459
1526,16179,REDWOOD RD @ 1052 S ,1052,S REDWOOD RD ,DALTON AVE ,125191,40.74617599,-111.939144
1527,16180,REDWOOD RD @ 1130 S ,1130,S REDWOOD RD ,DALTON AVE ,125192,40.74458499,-111.939147
1528,20490,CALIFORNIA AVE @ 1170 W ,1170,W CALIFORNIA AVE ,EMERY AVE ,125193,40.74056197,-111.924387
1529,16181,REDWOOD RD @ 1298 S ,1298,S REDWOOD RD ,CALIFORNIA AVE ,125194,40.741767,-111.939208
1530,16182,REDWOOD RD @ 1506 S ,1506,S REDWOOD RD ,1500 S ,125195,40.73746297,-111.939237
1531,16183,REDWOOD RD @ 1560 S ,1560,S REDWOOD RD ,HARRIS AVE ,125196,40.73545799,-111.939233
1532,14758,REDWOOD RD @ 1722 S ,1722,S REDWOOD RD ,HARRIS AVE ,125197,40.732531,-111.939228
1533,14759,REDWOOD RD @ 1830 S ,1830,S REDWOOD RD ,HARRIS AVE ,125198,40.73012698,-111.9392191
1534,16184,REDWOOD RD @ 1916 S ,1916,S REDWOOD RD ,1900 S ,125199,40.72833097,-111.939218
1535,16185,REDWOOD RD @ 2344 S ,2344,S REDWOOD RD ,1700 W ,125200,40.72007303,-111.939134
1536,14757,1700 S @ 1725 W ,1725,W 1700 S ,EMERY AVE ,125203,40.73298296,-111.940201
1537,14639,CONCORD ST @ 314 S ,314,S CONCORD ST ,300 S ,125221,40.76231499,-111.927122
1538,14640,CONCORD ST @ 398 S ,398,S CONCORD ST ,400 S ,125222,40.76088601,-111.927107
1539,14644,ARAPAHOE AVE @ 1344 W ,1344,W ARAPAHOE AVE ,NAVAJO ST ,125226,40.75504398,-111.929321
1540,14645,ARAPAHOE AVE @ 1438 W ,1438,W ARAPAHOE AVE ,PUEBLO ST ,125227,40.75502596,-111.931979
1541,14646,ARAPAHOE AVE @ 1524 W ,1524,W ARAPAHOE AVE ,CHEYENNE ST ,125228,40.75503696,-111.934017
1542,14652,NAVAJO ST @ 854 S ,854,S NAVAJO ST ,INDIANA AVE ,125233,40.75093101,-111.9295651
1543,14653,NAVAJO ST @ 968 S ,968,S NAVAJO ST ,INDIANA AVE ,125235,40.74869497,-111.929571
1544,14654,MEAD AVE @ 1351 W ,1351,W MEAD AVE ,NAVAJO DR ,125236,40.74770804,-111.929029
1545,21075,2100 S @ 1075 W ,1075,W 2100 S ,1045 W ,125237,40.72582899,-111.921521
1546,14655,MEAD AVE @ 1171 W ,1171,W MEAD AVE ,EMERY ST ,125238,40.74771199,-111.924926
1547,14656,EMERY ST @ 1054 S ,1054,S EMERY ST ,EMERY ST ,125239,40.746852,-111.924763
1548,21076,2100 S @ 1060 W ,1060,W 2100 S ,1045 W ,125240,40.72603196,-111.921532
1549,14657,EMERY ST @ 1150 S ,1150,S EMERY ST ,ILLINOIS AVE ,125241,40.74426296,-111.924753
1550,14658,ILLINOIS AVE @ 1224 W ,1224,W ILLINOIS AVE ,CONCORD ST ,125242,40.74414698,-111.926947
1551,6384,NAVAJO ST @ 1186 S ,1186,S NAVAJO ST ,GLENDALE DR ,125244,40.74339503,-111.930218
1552,14668,CALIFORNIA AVE @ 1245 W ,1245,W CALIFORNIA AVE ,CONCORD ST ,125253,40.74036897,-111.927491
1553,14669,CALIFORNIA AVE @ 1149 W ,1149,W CALIFORNIA AVE ,CONCORD ST ,125254,40.74039502,-111.924007
1554,21089,2100 S @ 1594 W ,1594,W 2100 S ,CONCORD ST ,125255,40.72604203,-111.936176
1555,14670,CALIFORNIA AVE @ 1005 W ,1005,W CALIFORNIA AVE ,1000 W ,125256,40.74041101,-111.919331
1556,17785,CALIFORNIA AVE @ 1100 W ,1100,W CALIFORNIA AVE ,1000 W ,125257,40.740581,-111.921974
1557,21090,2100 S @ 1597 W ,1597,W 2100 S ,1000 W ,125258,40.72579601,-111.936243
1558,6410,NAVAJO ST @ 1185 W ,1185,W NAVAJO ST ,GLENDALE DR ,125270,40.743523,-111.929944
1559,14571,ILLINOIS AVE @ 1325 W ,1325,W ILLINOIS AVE ,1300 W ,125271,40.74405699,-111.928785
1560,14572,ILLINOIS AVE @ 1235 W ,1235,W ILLINOIS AVE ,CONCORD ST ,125272,40.74405304,-111.927248
1561,14573,ILLINOIS AVE @ 1175 W ,1175,W ILLINOIS AVE ,EMERY ST ,125273,40.74407896,-111.924939
1562,14574,EMERY ST @ 1025 S ,1025,S EMERY ST ,MEAD AVE ,125275,40.74746603,-111.924671
1563,14576,MEAD AVE @ 1348 W ,1348,W MEAD AVE ,NAVAJO ST ,125277,40.747781,-111.929086
1564,14577,NAVAJO ST @ 959 S ,959,S NAVAJO ST ,HAYES AVE ,125278,40.74882796,-111.929422
1565,6419,NAVAJO ST @ 855 S ,855,S NAVAJO ST ,INDIANA AVE ,125279,40.75096101,-111.9294191
1566,14582,ARAPAHOE AVE @ 1445 W ,1445,W ARAPAHOE AVE ,PUEBLO ST ,125284,40.75494404,-111.932329
1567,14583,ARAPAHOE AVE @ 1367 W ,1367,W ARAPAHOE AVE ,NAVAJO ST ,125285,40.75495198,-111.930252
1568,14584,ARAPAHOE AVE @ 1305 W ,1305,W ARAPAHOE AVE ,1300 W ,125286,40.75493799,-111.928151
1569,14587,CONCORD ST @ 315 S ,315,S CONCORD ST ,1300 W ,125290,40.76231596,-111.9269671
1570,21129,CALIFORNIA AVE @ 1861 W ,1861,W CALIFORNIA AVE ,INDUSTRIAL DR ,125292,40.74041404,-111.943767
1571,21113,CALIFORNIA AVE @ 1862 W ,1862,W CALIFORNIA AVE ,INDUSTRIAL DR ,125296,40.740621,-111.9440931
1572,14553,900 W @ 590 S ,590,S 900 W ,600 S ,125300,40.75644297,-111.916946
1573,14554,700 S @ 895 W ,895,W 700 S ,900 W ,125302,40.75401403,-111.916356
1574,14555,700 S @ 805 W ,805,W 700 S ,800 W ,125303,40.75401296,-111.914344
1575,6444,800 W @ 798 S ,798,S 800 W ,800 S ,125304,40.75227496,-111.9141049
1576,6445,800 W @ 791 S ,791,S 800 W ,800 S ,125305,40.75230099,-111.913821
1577,14716,800 W @ 705 S ,705,S 800 W ,800 S ,125306,40.75376296,-111.913811
1578,14717,700 S @ 898 W ,898,W 700 S ,900 W ,125307,40.75422296,-111.916534
1579,14556,900 W @ 810 S ,810,S 900 W ,800 S ,125308,40.75140296,-111.916942
1580,14557,900 W @ 898 S ,898,S 900 W ,900 S ,125309,40.75002204,-111.916944
1581,14558,900 W @ 944 S ,944,S 900 W ,MONTAGUE AVE ,125310,40.74857504,-111.916963
1582,14559,900 W @ 1042 S ,1042,S 900 W ,MONTAGUE AVE ,125311,40.74636796,-111.916997
1583,14560,900 W @ 1122 S ,1122,S 900 W ,MONTAGUE AVE ,125312,40.74472599,-111.9169861
1584,6454,900 W @ 1300 S ,1300,S 900 W ,MONTAGUE AVE ,125314,40.74166601,-111.916972
1585,14762,2100 S @ 1483 W ,1483,W 2100 S ,MONTAGUE AVE ,125329,40.72580604,-111.933102
1586,21168,300 S @ 600 W ,0,W 2100 S ,MONTAGUE AVE ,125332,40.7631039,-111.9090225
1587,18084,900 W @ 1414 S ,1414,S 900 W ,1400 S ,125360,40.73882096,-111.917005
1588,18085,900 W @ 1492 S ,1492,S 900 W ,1400 S ,125361,40.73719301,-111.916964
1589,17977,900 W @ 1625 S ,1625,S 900 W ,1700 S ,125369,40.73481803,-111.916747
1590,17978,900 W @ 1483 S ,1483,S 900 W ,1700 S ,125370,40.73753702,-111.916751
1591,1253,900 W @ 1289 S ,1289,S 900 W ,1300 S ,125371,40.74182804,-111.916738
1592,14671,900 W @ 1189 S ,1189,S 900 W ,1300 S ,125372,40.74310798,-111.916747
1593,14672,900 W @ 1111 S ,1111,S 900 W ,FREMONT AVE ,125373,40.74468299,-111.9167511
1594,14673,900 W @ 1035 S ,1035,S 900 W ,DALTON AVE ,125374,40.746426,-111.9167671
1595,14674,900 W @ 973 S ,973,S 900 W ,MONTAGUE AVE ,125375,40.74850701,-111.9167271
1596,14675,900 W @ 895 S ,895,S 900 W ,900 S ,125376,40.75008096,-111.916705
1597,14718,900 W @ 601 S ,601,S 900 W ,600 S ,125378,40.75604501,-111.916716
1598,14719,900 W @ 503 S ,503,S 900 W ,500 S ,125379,40.75823898,-111.916709
1599,14720,900 W @ 439 S ,439,S 900 W ,500 S ,125380,40.75997701,-111.916728
1600,13105,200 S @ 15 W ,15,W 200 S ,MAIN ST ,125404,40.76487001,-111.8914919
1601,13792,200 S @ 230 W ,230,W 200 S ,200 W ,125405,40.76512003,-111.8976819
1602,13257,200 S @ 20 W ,20,W 200 S ,MAIN ST ,125407,40.765111,-111.8920971
1603,13636,200 S @ 198 E ,198,E 200 S ,200 E ,125408,40.76487904,-111.885663
1604,14561,CALIFORNIA AVE @ 1000 W ,1000,W CALIFORNIA AVE ,300 W ,125409,40.740587,-111.919065
1605,14588,300 S @ 1346 W ,1346,W 300 S ,NAVAJO ST ,125410,40.76288104,-111.929892
1606,14589,300 S @ 1480 W ,1480,W 300 S ,1500 W ,125411,40.76289798,-111.933306
1607,14636,300 S @ 1487 W ,1487,W 300 S ,1500 W ,125420,40.76275103,-111.933399
1608,14637,300 S @ 1402 W ,1402,W 300 S ,1500 W ,125421,40.76274201,-111.931069
1609,14638,300 S @ 1327 W ,1327,W 300 S ,NAVAJO ST ,125422,40.76273302,-111.929178
1610,14725,400 S @ 306 W ,306,W 400 S ,300 W ,125425,40.76079696,-111.900272
1611,14727,400 S @ 450 W ,450,W 400 S ,RIO GRANDE ST ,125427,40.76078901,-111.903883
1612,14483,200 S @ 316 W ,316,W 200 S ,300 W ,125450,40.76511599,-111.900259
1613,14124,900 E @ 390 S ,390,S 900 E ,300 W ,125452,40.76107795,-111.865186
1614,15664,900 E @ 290 S ,290,S 900 E ,300 W ,125453,40.76320797,-111.865203
1615,14551,900 W @ 420 S ,420,S 900 W ,STEWART ST ,125457,40.76003699,-111.916923
1616,15595,300 W @ 50 N ,50,N 300 W ,SOUTH TEMPLE ,125458,40.76971098,-111.899835
1617,17787,400 W @ 311 S ,311,S 400 W ,300 S ,125468,40.76244101,-111.902371
1618,13783,700 E @ 601 S ,601,S 700 E ,600 S ,126003,40.756054,-111.870867
1619,18260,400 S @ 510 E ,510,E 400 S ,500 E ,126004,40.76048799,-111.876017
1620,13644,700 E @ 596 S ,596,S 700 E ,600 S ,126005,40.75698802,-111.871245
1621,8086,700 E @ 890 S ,890,S 700 E ,900 S ,126008,40.75017797,-111.8712469
1622,18261,400 S @ 634 E ,634,E 400 S ,600 E ,126011,40.76048404,-111.872769
1623,13650,700 E @ 1316 S ,1316,S 700 E ,1300 S ,126012,40.74114599,-111.8713641
1624,13655,700 E @ 1690 S ,1690,S 700 E ,1700 S ,126017,40.73381698,-111.871384
1625,8100,700 E @ 2098 S ,2098,S 700 E ,2100 S ,126022,40.72567901,-111.871414
1626,8107,700 E @ 2101 S ,2101,S 700 E ,2100 S ,126029,40.72524201,-111.871031
1627,13770,700 E @ 1697 S ,1697,S 700 E ,1700 S ,126032,40.73396496,-111.8709939
1628,13775,700 E @ 1305 S ,1305,S 700 E ,1300 S ,126037,40.74146104,-111.8709911
1629,13780,700 E @ 903 S ,903,S 700 E ,900 S ,126042,40.74956797,-111.870977
1630,8121,1300 E @ 875 S ,875,S 1300 E ,900 S ,126043,40.75037397,-111.853784
1631,13247,1300 E @ 525 S ,525,S 1300 E ,500 S ,126046,40.75778498,-111.853709
1632,8125,1300 E @ 401 S ,401,S 1300 E ,400 S ,126047,40.76041899,-111.853755
1633,18262,400 S @ 860 E ,860,E 400 S ,900 E ,126050,40.76049101,-111.866141
1634,18263,500 S @ 1090 E ,1090,E 500 S ,1100 E ,126051,40.75831104,-111.860048
1635,13250,100 S @ 1105 E ,1105,E 100 S ,1100 E ,126052,40.767279,-111.859317
1636,13251,100 S @ 785 E ,785,E 100 S ,800 E ,126055,40.76730399,-111.868757
1637,13252,100 S @ 705 E ,705,E 100 S ,700 E ,126056,40.76731197,-111.870721
1638,18265,500 S @ 1115 E ,1115,E 500 S ,1100 E ,126057,40.75864504,-111.859302
1639,13254,100 S @ 505 E ,505,E 100 S ,500 E ,126058,40.76726598,-111.876463
1640,18266,400 S @ 933 E ,933,E 400 S ,900 E ,126059,40.76084599,-111.864236
1641,9569,100 S @ 305 E ,305,E 100 S ,300 E ,126060,40.76725404,-111.882215
1642,13637,200 S @ 298 E ,298,E 200 S ,300 E ,126061,40.76488596,-111.882808
1643,18267,400 S @ 745 E ,745,E 400 S ,700 E ,126062,40.76084904,-111.870171
1644,18268,400 S @ 545 E ,545,E 400 S ,500 E ,126064,40.76083702,-111.875584
1645,18269,400 S @ 225 E ,225,E 400 S ,200 E ,126066,40.760812,-111.884511
1646,9577,200 S @ 1301 E ,1301,E 200 S ,1300 E ,126070,40.76509402,-111.853572
1647,14126,200 S @ 801 E ,801,E 200 S ,800 E ,126075,40.76508502,-111.8678841
1648,13788,200 S @ 405 E ,405,E 200 S ,400 E ,126079,40.76511397,-111.879374
1649,13789,200 S @ 305 E ,305,E 200 S ,300 S ,126080,40.76513696,-111.882205
1650,13445,1300 E @ 1775 S ,1775,S 1300 E ,WILSON AVE ,126083,40.73172799,-111.853774
1651,13446,1300 E @ 1625 S ,1625,S 1300 E ,LOGAN AVE ,126084,40.73429604,-111.853763
1652,13447,1300 E @ 1565 S ,1565,S 1300 E ,BRYAN AVE ,126085,40.73543901,-111.853754
1653,13448,1300 E @ 1505 S ,1505,S 1300 E ,EMERSON AVE ,126086,40.73706396,-111.853743
1654,15742,1300 E @ 1419 S ,1419,S 1300 E ,BROWNING AVE ,126087,40.73878096,-111.8537811
1655,13449,1300 E @ 1335 S ,1335,S 1300 E ,SHERMAN AVE ,126088,40.74062104,-111.8538051
1656,13451,1300 E @ 1165 S ,1165,S 1300 E ,HARVARD AVE ,126090,40.743455,-111.853796
1657,13453,1300 E @ 1079 S ,1079,S 1300 E ,YALE AVE ,126092,40.74598902,-111.853805
1658,3111,500 E @ 2110 S ,2110,S 500 E ,2100 S ,126094,40.725152,-111.876887
1659,14138,500 E @ 2250 S ,2250,S 500 E ,2100 S ,126096,40.72177302,-111.876908
1660,14139,500 E @ 2320 S ,2320,S 500 E ,TRUMAN AVE ,126097,40.72036501,-111.876928
1661,14141,500 E @ 2460 S ,2460,S 500 E ,WARNOCK AVE ,126099,40.717189,-111.8769361
1662,14163,500 E @ 2455 S ,2455,S 500 E ,WARNOCK AVE ,126100,40.71733502,-111.8767949
1663,14164,500 E @ 2315 S ,2315,S 500 E ,WARNOCK AVE ,126102,40.72034202,-111.876777
1664,14165,500 E @ 2233 S ,2233,S 500 E ,WARNOCK AVE ,126103,40.72218899,-111.876771
1665,14152,500 E @ 1897 S ,1897,S 500 E ,COMMONWEALTH AVE ,126108,40.72885501,-111.876748
1666,14153,500 E @ 1777 S ,1777,S 500 E ,WILSON AVE ,126110,40.73169303,-111.8767511
1667,14154,500 E @ 1697 S ,1697,S 500 E ,1700 S ,126111,40.73383298,-111.876753
1668,14156,500 E @ 1521 S ,1521,S 500 E ,KENSINGTON AVE ,126113,40.73665296,-111.876747
1669,14168,500 E @ 1445 S ,1445,S 500 E ,CLEVELAND AVE ,126114,40.73819496,-111.876745
1670,14169,500 E @ 1301 S ,1301,S 500 E ,1300 S ,126116,40.74148303,-111.87676
1671,14171,500 E @ 1111 S ,1111,S 500 E ,1300 S ,126118,40.74485401,-111.876735
1672,3188,900 E @ 1477 S ,1477,S 900 E ,1300 S ,126121,40.73749202,-111.865286
1673,14175,500 E @ 803 S ,803,S 500 E ,1300 S ,126122,40.75174199,-111.876711
1674,14176,500 E @ 701 S ,701,S 500 E ,700 S ,126123,40.75391997,-111.87671
1675,14177,500 E @ 603 S ,603,S 500 E ,600 S ,126124,40.75616403,-111.8767041
1676,14178,500 E @ 511 S ,511,S 500 E ,500 S ,126125,40.75827402,-111.876712
1677,14181,500 E @ 420 S ,420,S 500 E ,400 S ,126126,40.75996198,-111.876884
1678,14182,500 E @ 520 S ,520,S 500 E ,500 S ,126127,40.75810502,-111.876889
1679,14183,500 E @ 608 S ,608,S 500 E ,500 S ,126128,40.75595904,-111.876876
1680,14184,500 E @ 704 S ,704,S 500 E ,700 S ,126129,40.75376203,-111.8768909
1681,14185,500 E @ 790 S ,790,S 500 E ,800 S ,126130,40.75223597,-111.876883
1682,15663,500 E @ 1104 S ,1104,S 500 E ,HARVARD AVE ,126133,40.74498502,-111.876851
1683,14189,500 E @ 1320 S ,1320,S 500 E ,SHERMAN AVE ,126135,40.741046,-111.876882
1684,14131,500 E @ 1426 S ,1426,S 500 E ,CLEVELAND AVE ,126137,40.73860398,-111.876847
1685,14132,500 E @ 1520 S ,1520,S 500 E ,KENSINGTON AVE ,126138,40.73655399,-111.876955
1686,14134,500 E @ 1710 S ,1710,S 500 E ,1700 S ,126140,40.73324098,-111.8768669
1687,14135,500 E @ 1820 S ,1820,S 500 E ,DOWNINGTON AVE ,126142,40.73082803,-111.876823
1688,14136,500 E @ 1896 S ,1896,S 500 E ,WESTMINSTER AVE ,126143,40.72905803,-111.876823
1689,14137,500 E @ 1964 S ,1964,S 500 E ,HOLLYWOOD AVE ,126144,40.72735203,-111.876843
1690,14235,900 E @ 420 S ,420,S 900 E ,HOLLYWOOD AVE ,126190,40.76011898,-111.865442
1691,14236,900 E @ 470 S ,470,S 900 E ,500 S ,126191,40.75881403,-111.865427
1692,14237,900 E @ 578 S ,578,S 900 E ,600 S ,126192,40.75652996,-111.865436
1693,18518,STATE ST @ 1029 S ,1029,S STATE ST ,WILLIAMS AVE ,126193,40.74667701,-111.888041
1694,14238,900 E @ 806 S ,806,S 900 E ,800 S ,126194,40.751539,-111.865459
1695,14239,900 E @ 910 S ,910,S 900 E ,900 S ,126195,40.74949603,-111.8654509
1696,14240,900 E @ 958 S ,958,S 900 E ,BELMONT AVE ,126196,40.74817398,-111.865398
1697,14241,900 E @ 1040 S ,1040,S 900 E ,BELMONT AVE ,126197,40.746482,-111.865411
1698,14242,900 E @ 1086 S ,1086,S 900 E ,BELMONT AVE ,126198,40.74549897,-111.865415
1699,14243,900 E @ 1140 S ,1140,S 900 E ,BELMONT AVE ,126199,40.74416501,-111.8653891
1700,14244,900 E @ 1298 S ,1298,S 900 E ,1300 S ,126200,40.74179803,-111.8654249
