counter,StopId,StopName,StreetNum,OnStreet,AtStreet,UTAStopID,latitude,longitude
252,21838,KESTREL RISE RD @ 11351 S ,11351,S KESTREL RISE RD ,MONTE BELLO DR ,101425,40.54473103,-112.000253
253,21859,STATE ST @ 3925 S ,3925,S STATE ST ,3900 S ,101426,40.68641398,-111.888088
254,21860,3900 S @ 950 W ,950,W 3900 S ,4800 W ,101427,40.68677803,-111.9195791
255,21856,900 W @ 805 S ,805,S 900 W ,REDWOOD RD ,101429,40.75169698,-111.916706
256,21857,800 S @ 836 W ,836,W 800 S ,REDWOOD RD ,101430,40.75204401,-111.915148
257,21858,3500 S @ 8013 W ,8013,W 3500 S ,8000 W ,101431,40.69640599,-112.0827609
258,21873,3500 S @ 8927 W ,8927,W 3500 S ,8000 W ,101437,40.696489,-112.104484
259,21879,HIGHLAND BLVD @ 6800 S ,6800,S HIGHLAND BLVD ,LA CRESSA ,101440,40.62766396,-111.834157
260,21880,HIGHLAND BLVD @ 6827 S ,6827,S HIGHLAND BLVD ,LA CRESSA ,101441,40.62720201,-111.833831
261,21881,2100 S @ 3330 W ,3330,W 2100 S ,REDWOOD RD ,101442,40.72581805,-111.969914
262,21888,STATE ST @ 9345 S ,9345,S STATE ST ,REDWOOD RD ,101444,40.58057801,-111.890773
263,21889,STATE ST @ 9646 S ,9646,S STATE ST ,REDWOOD RD ,101445,40.57616096,-111.891004
264,21890,STATE ST @ 9438 S ,9438,S STATE ST ,REDWOOD RD ,101446,40.57984703,-111.891055
265,21891,STATE ST @ 9044 S ,9044,S STATE ST ,REDWOOD RD ,101447,40.58713904,-111.891021
266,21892,STATE ST @ 9481 S ,9481,S STATE ST ,REDWOOD RD ,101448,40.579094,-111.890715
267,21894,3500 S @ 2223 W ,2223,W 3500 S ,2200 WEST ,101450,40.69655099,-111.947677
268,21954,HIGH BLUFF DR @ 6288 S ,6288,S HIGH BLUFF DR ,1200 W ,101451,40.636899,-112.042386
269,21955,HIGH BLUFF DR @ 6510 S ,6510,S HIGH BLUFF DR ,MT MONTANA DR (6535 S) ,101452,40.63276097,-112.039181
270,21956,WAKEFIELD WAY @ 6567 S ,6567,S WAKEFIELD WAY ,PARK LANE (6580 S) ,101453,40.63187204,-112.034973
271,21957,WAKEFIELD WAY @ 6269 S ,6269,S WAKEFIELD WAY ,WOLF CREEK CT (6270 S) ,101454,40.637368,-112.031389
272,21913,300 W @ 1774 S ,1774,S 300 W ,1300 E ,101456,40.73171098,-111.899564
273,21914,300 W @ 1351 S ,1351,S 300 W ,1300 E ,101457,40.74063304,-111.899546
274,21915,300 W @ 1350 S ,1350,S 300 W ,1300 E ,101458,40.74028102,-111.899831
275,21916,300 W @ 1800 S ,1800,S 300 W ,1300 E ,101459,40.73113202,-111.899851
276,21958,9400 S @ 2000 E ,2000,E 9400 S ,LA CRESSA ,101466,40.57889197,-111.832733
277,21959,300 W @ 1559 S ,1559,S 300 W ,1300 E ,101467,40.73556804,-111.899567
278,21934,300 W @ 1560 S ,1560,S 300 W ,1300 E ,101468,40.73560102,-111.899843
279,21929,NORTH TEMPLE ST @ 51 E ,51,E NORTH TEMPLE ST ,STATE ST ,101469,40.77166604,-111.889348
280,21926,2100 S @ 3333 W ,3333,W 2100 S ,STATE ST ,101470,40.72566003,-111.970333
281,21930,HIGHLAND BLVD @ 6271 S ,6271,S HIGHLAND BLVD ,LA CRESSA ,101471,40.63752601,-111.834122
282,21935,3100 S @ 9196 W ,9196,W 3100 S ,2200 WEST ,101472,40.703808,-112.1101381
283,21931,LAKE PARK BLVD @ 4255 W ,4255,W LAKE PARK BLVD ,REDWOOD RD ,101473,40.71078397,-111.993858
284,21936,LAKE PARK BLVD @ 4256 W ,4256,W LAKE PARK BLVD ,REDWOOD RD ,101474,40.71096603,-111.993806
285,21937,VESTRY RD @ 1038 E ,1038,E VESTRY RD ,SKYLER DR ,101475,40.49417898,-111.861762
286,21938,VESTRY RD @ 1035 E ,1035,E VESTRY RD ,RADIAL LN (1050 E) ,101476,40.49418499,-111.862056
287,21940,STATE ST @ 5223 S ,5223,S STATE ST ,STATE ST ,101478,40.65738596,-111.888124
288,21941,500 E @ 868 S ,868,S 500 E ,STATE ST ,101479,40.75029497,-111.876887
289,21942,BENGAL BLVD @ 3274 E ,3274,E BENGAL BLVD ,2200 WEST ,101480,40.60937197,-111.8016471
290,21943,BENGAL BLVD @ 3281 E ,3281,E BENGAL BLVD ,2200 WEST ,101481,40.60950099,-111.801826
291,22108,HIGHLAND DR @ 6065 S ,6065,S HIGHLAND DR ,LA CRESSA ,101491,40.64066499,-111.8349311
292,22121,HIGHLAND DR @ 8291 S ,8291,S HIGHLAND DR ,WILLOW PARK LANE ,101492,40.60065103,-111.832096
293,22122,HIGHLAND DR @ 8350 S ,8350,S HIGHLAND DR ,JOHNSTONE DR ,101493,40.59955603,-111.832245
294,22123,HIGHLAND DR @ 7215 S ,7215,S HIGHLAND DR ,JOHNSTONE DR ,101494,40.62003499,-111.834216
295,22131,3300 S @ 120 E ,120,E 3300 S ,STATE ST ,101498,40.69977099,-111.887299
296,22137,3100 S @ 3248 W ,3248,W 3100 S ,3200 W ,101501,40.70399198,-111.968608
297,22138,5600 W @ 3061 S ,3061,S 5600 W ,RADIAL LANE (1050 E) ,101502,40.70472199,-112.024734
298,22139,HIGHBURY PARKWAY @ 5500 W ,5500,W HIGHBURY PARKWAY ,RADIAL LANE (1050 E) ,101503,40.70797196,-112.022725
299,22140,DAYBURY DRIVE @ 2675 S ,2675,S DAYBURY DRIVE ,RADIAL LANE (1050 E) ,101504,40.71007205,-112.0209819
300,22141,5600 W @ 3122 S ,3122,S 5600 W ,RADIAL LANE (1050 E) ,101505,40.70344702,-112.025038
301,22149,MAIN ST @ 4400 S ,4400,S MAIN ST ,STATE ,101506,40.67564198,-111.891349
302,22150,9000 S @ 138 W ,138,W 9000 S ,MONROE ST ,101507,40.58820401,-111.895197
303,22151,3100 S @ 3157 W ,3157,W 3100 S ,3200 W ,101508,40.70382497,-111.966813
304,22152,7800 S @ 1780 W ,1780,W 7800 S ,1825 W ,101509,40.60963599,-111.9408349
305,22153,6200 S @ 4662 W ,4662,W 6200 S ,WOLF CREEK CT (6270 S) ,101511,40.63865096,-112.0013651
306,22166,CONSTITUTION BLVD @ 3755 S ,3755,S CONSTITUTION BLVD ,3200 W ,101516,40.69043701,-111.957859
307,22182,BALSA AVE @ 5388 W ,5388,W BALSA AVE ,CLERNATES ,101517,40.63645101,-112.019337
308,22183,BALSA AVE @ 5387 W ,5387,W BALSA AVE ,CLERNATES ,101518,40.63635096,-112.019415
309,22184,WIGHTS FORT RD @ 3431 W ,3431,W WIGHTS FORT RD ,9000 S ,101519,40.584286,-111.9733649
310,22187,UNIVERSITY ST @ 160 S ,160,S UNIVERSITY ST ,200 SOUTH ,101522,40.76567798,-111.852435
311,22188,UNIVERSITY ST @ 165 S ,165,S UNIVERSITY ST ,200 SOUTH ,101523,40.76581602,-111.85226
312,22204,PIONEER RD @ 1020 E ,1020,E PIONEER RD ,1825 W ,101527,40.52506798,-111.862811
313,22205,PIONEER RD @ 1160 E ,1160,E PIONEER RD ,1825 W ,101528,40.52527101,-111.8583029
314,22206,1000 E @ 12119 S ,12119,S 1000 E ,1825 W ,101529,40.53106596,-111.862667
315,22207,1000 E @ 11825 S ,11825,S 1000 E ,1825 W ,101530,40.53643603,-111.862666
316,22208,11400 S @ 955 E ,955,E 11400 S ,1825 W ,101531,40.54437099,-111.863352
317,22209,11400 S @ 825 E ,825,E 11400 S ,1825 W ,101532,40.54437601,-111.868391
318,22222,11400 S @ 730 E ,730,E 11400 S ,1825 W ,101542,40.544175,-111.870801
319,22223,11400 S @ 840 E ,840,E 11400 S ,1825 W ,101543,40.54417298,-111.867632
320,22224,1000 E @ 11420 S ,11420,S 1000 E ,1825 W ,101544,40.54384697,-111.862842
321,22225,1000 E @ 11840 S ,11840,S 1000 E ,1825 W ,101545,40.536241,-111.862809
322,22226,1000 E @ 12040 S ,12040,S 1000 E ,1825 W ,101546,40.53101099,-111.862826
323,22227,1300 E @ 12760 S ,12760,S 1300 E ,1825 W ,101547,40.51928101,-111.853357
324,22228,1300 E @ 13556 S ,13556,S 1300 E ,1825 W ,101548,40.50473597,-111.853392
325,22230,500 E @ 1034 S ,1034,S 500 E ,200 SOUTH ,101550,40.74658499,-111.876818
326,22231,BALSA AVE @ 5560 W ,5560,W BALSA AVE ,CLERNATES ,101551,40.63631101,-112.023879
327,22232,5400 S @ 5740 W ,5740,W 5400 S ,CLERNATES ,101552,40.65317698,-112.027993
328,22282,6200 S @ 2016 E ,2016,E 6200 S ,HIGHLAND DR. ,101553,40.63860098,-111.833315
329,22263,GLEN EAGLES DRIVE @ 2791 S ,2791,S GLEN EAGLES DRIVE ,GLEN EAGLES DRIVE ,101558,40.70948103,-112.026595
330,22264,5630 W @ 2750 S ,2750,S 5630 W ,GLEN EAGLES DRIVE ,101559,40.70984802,-112.025553
331,22265,2700 S @ 5520 W ,5520,W 2700 S ,GLEN EAGLES DRIVE ,101560,40.71119803,-112.022608
332,22256,WASATCH BLVD @ 3900 S ,3900,S WASATCH BLVD ,WASATCH BLVD ,101567,40.68777904,-111.796627
333,22257,WASATCH BLVD @ 3900 S ,3900,S WASATCH BLVD ,3900 S ,101568,40.68760698,-111.7965871
334,22258,WASATCH BLVD @ 3870 S ,3870,S WASATCH BLVD ,3900 S ,101569,40.68743401,-111.796679
335,22259,WASATCH BLVD @ 3900 S ,3900,S WASATCH BLVD ,3900 S ,101570,40.68731502,-111.7968859
336,22267,REDWOOD RD @ 12640 S ,12640,S REDWOOD RD ,GLEN EAGLES DRIVE ,101574,40.52150904,-111.938946
337,22268,REDWOOD RD @ 12830 S ,12830,S REDWOOD RD ,GLEN EAGLES DRIVE ,101575,40.51792697,-111.9388119
338,22269,REDWOOD RD @ 13156 S ,13156,S REDWOOD RD ,GLEN EAGLES DRIVE ,101576,40.51212099,-111.938799
339,22270,13400 S @ 1780 W ,1780,W 13400 S ,GLEN EAGLES DRIVE ,101577,40.50779802,-111.940051
340,22271,13400 S @ 2010 W ,2010,W 13400 S ,GLEN EAGLES DRIVE ,101578,40.50781903,-111.944424
341,22272,13400 S @ 2360 W ,2360,W 13400 S ,GLEN EAGLES DRIVE ,101579,40.507848,-111.951074
342,22273,13400 S @ 2562 W ,2562,W 13400 S ,GLEN EAGLES DRIVE ,101580,40.50784903,-111.954445
343,22274,13400 S @ 2780 W ,2780,W 13400 S ,GLEN EAGLES DRIVE ,101581,40.50785704,-111.959418
344,22275,13400 S @ 3062 W ,3062,W 134TH S ,GLEN EAGLES DRIVE ,101582,40.50776296,-111.964744
345,22277,3600 W @ 13373 S ,13373,S 3600 W ,GLEN EAGLES DRIVE ,101584,40.50827302,-111.976714
346,22278,13200 S @ 3740 W ,3740,W 13200 S ,4000 W ,101585,40.51093896,-111.979167
347,22279,3600 W @ 12907 S ,12907,S 3600 W ,GLEN EAGLES DRIVE ,101586,40.51739703,-111.9765871
348,22280,3600 W @ 12681 S ,12681,S 3600 W ,GLEN EAGLES DRIVE ,101587,40.52036201,-111.976661
349,22286,3650 S @ 2860 W ,2860,W 3650 S ,3650 S ,101589,40.69328398,-111.959994
350,22287,3650 S @ 2860 W ,2860,W 3650 S ,2700 W ,101590,40.69343804,-111.960025
351,22288,3650 S @ 2880 W ,2880,W 3650 S ,2700 W ,101591,40.69366901,-111.96007
352,22290,3650 S @ 2880 W ,2880,W 3650 S ,2700 W ,101593,40.69335798,-111.960358
353,22291,3650 S @ 2880 W ,2880,W 3650 S ,2700 W ,101594,40.69323496,-111.960223
354,22292,3650 S @ 2880 W ,2880,W 3650 S ,2700 W ,101595,40.69351496,-111.960611
355,22293,3560 S @ 2860 W ,2860,W 3560 S ,2700 W ,101596,40.69330097,-111.960605
356,22294,3650 S @ 2860 W ,2860,W 3650 S ,2700 W ,101597,40.693149,-111.960605
357,22299,11800 S @ 3451 W ,3451,W 11800 S ,JANICE DR ,101600,40.53683796,-111.973321
358,22300,11800 S @ 3450 W ,3450,W 11800 S ,MONUMENT ,101601,40.53697803,-111.973162
359,22301,BALSA AVE @ 5523 W ,5523,W BALSA AVE ,CLERNATES ,101602,40.63626403,-112.0227761
360,22302,900 S @ 882 E ,882,E 900 S ,CLERNATES ,101603,40.74970797,-111.865959
361,22306,STATE ST @ 36 S ,36,S STATE ST ,SOUTH TEMPLE ,101604,40.76823896,-111.888389
362,23051,MAIN ST @ 7829 S ,7829,S MAIN ST ,LENNOX ST ,101607,40.60918097,-111.910235
363,22920,MILLROCK DR @ 6511 S ,6511,S MILLROCK DR ,WASATCH BLVD ,101609,40.63261097,-111.800402
364,22921,MILLROCK DR @ 3165 E ,3165,E MILLROCK DR ,WASATCH BLVD ,101610,40.632611,-111.803705
365,22971,MILLROCK DR @ 3180 E ,3180,E MILLROCK DR ,WASATCH BLVD ,101611,40.63249398,-111.802824
366,22922,MILLROCK DR @ 6510 S ,6510,S MILLROCK DR ,WASATCH DRIVE ,101612,40.63271498,-111.800512
367,22348,12600 S @ 2685 W ,2685,W 12600 S ,MONUMENT ,101614,40.52221897,-111.957059
368,22419,12600 S @ 2191 W ,2191,W 12600 S ,MONUMENT ,101615,40.52216204,-111.948021
369,22420,12600 S @ 1825 W ,1825,W 12600 S ,MONUMENT ,101616,40.52217599,-111.940725
370,22330,300 W @ 1720 S ,1720,S 300 W ,1300 E ,101618,40.73299304,-111.899846
371,22331,300 W @ 1635 S ,1635,S 300 W ,1300 E ,101619,40.73411299,-111.899566
372,22333,3590 S @ 2820 W ,2820,W 3590 S ,MARKET STREET ,101620,40.69450098,-111.960001
373,22334,3300 S @ 49 E ,49,E 3300 S ,STATE ST ,101621,40.69992104,-111.889516
374,22335,3500 S @ 3545 W ,3545,W 3500 S ,2700 W ,101622,40.69645597,-111.976034
375,22336,3500 S @ 3419 W ,3419,W 3500 S ,2700 W ,101623,40.696508,-111.972751
376,22337,3500 S @ 3149 W ,3149,W 3500 S ,2700 W ,101624,40.69651796,-111.966697
377,22338,3500 S @ 2785 W ,2785,W 3500 S ,2700 W ,101625,40.69652899,-111.959512
378,22339,3500 S @ 2880 W ,2880,W 3500 S ,2700 W ,101626,40.69677204,-111.961201
379,22340,3500 S @ 3252 W ,3252,W 3500 S ,2700 W ,101627,40.69676601,-111.968605
380,22341,3500 S @ 3492 W ,3492,W 3500 S ,2700 W ,101628,40.69675,-111.974435
381,22342,3500 S @ 3656 W ,3656,W 3500 S ,2700 W ,101629,40.69673898,-111.9784639
382,22352,3900 S @ 661 W ,661,W 3900 S ,700 W ,101632,40.68690901,-111.910202
383,22369,4000 W @ 8570 S ,8570,S 4000 W ,4500 S ,101634,40.59550802,-111.986521
384,22370,4000 W @ 8480 S ,8480,S 4000 W ,2700 W ,101635,40.597652,-111.986509
385,22371,4000 W @ 8330 S ,8330,S 4000 W ,2700 W ,101636,40.59943104,-111.9864971
386,22372,4000 W @ 8260 S ,8260,S 4000 W ,2700 W ,101637,40.601171,-111.986484
387,22373,4000 W @ 8140 S ,8140,S 4000 W ,2700 W ,101638,40.60311803,-111.986474
388,22374,4000 W @ 8070 S ,8070,S 4000 W ,2700 W ,101639,40.60467499,-111.986486
389,22375,4000 W @ 7860 S ,7860,S 4000 W ,7875 S ,101640,40.60833504,-111.986462
390,22377,BILLY MITCHELL RD @ 456 N ,456,N BILLY MITCHELL RD ,JANICE DR ,101643,40.77880203,-112.014555
391,22378,BILLY MITCHELL RD @ 364 N ,364,N BILLY MITCHELL RD ,JANICE DR ,101644,40.77708298,-112.014553
392,22379,AMELIA EARHART DR @ 5243 W ,5243,W AMELIA EARHART DR ,JANICE DR ,101645,40.77626798,-112.019073
393,22444,JIMMY DOOLITTLE RD @ 565 N ,565,N JIMMY DOOLITTLE RD ,HAROLD GATTY ,101650,40.78069203,-112.019833
394,22445,AMELIA EARHART DR @ 5191 W ,5191,W AMELIA EARHART DR ,BILLY MITCHELL RD ,101651,40.77624201,-112.016399
395,22446,BILLY MITCHELL RD @ 570 N ,570,N BILLY MITCHELL RD ,HAROLD GATTY DR ,101652,40.78096903,-112.014561
396,22447,HAROLD GATTY DR @ 4959 W ,4959,W HAROLD GATTY DR ,HAROLD GATTY DR ,101653,40.78122697,-112.010163
397,22448,HAROLD GATTY DR @ 4819 W ,4819,W HAROLD GATTY DR ,WRIGHT BROTHERS DR ,101654,40.78122402,-112.006284
398,22449,WRIGHT BROTHERS DR @ 359 N ,359,N WRIGHT BROTHERS DR ,AMELIA EARHART ,101655,40.77666901,-112.005934
399,22455,400 N @ 1847 W ,1847,W 400 N ,STARCREST ,101656,40.77810303,-111.944103
400,22479,HOLLADAY BLVD @ 5278 S ,5278,S HOLLADAY BLVD ,Blue Spruce Dr ,101657,40.65535701,-111.815366
401,22487,5000 W @ 13465 S ,13465,S 5000 W ,13400 S ,101659,40.50638097,-112.010299
402,22488,SHAGGY PEAK DRIVE @ 13700 S ,13700,S SHAGGY PEAK DRIVE ,MORNING CLOAK ,101660,40.50292403,-112.012398
403,22489,SHAGGY PEAK DRIVE @ 14098 S ,14098,S SHAGGY PEAK DRIVE ,PROSPERO LN ,101661,40.50060902,-112.013326
404,22490,MIRABELLA DR @ 5720 W ,5720,W MIRABELLA DR ,ROSALEEN LN ,101662,40.49437599,-112.0271241
405,22491,MIRABELLA DR @ 13951 S ,13951,S MIRABELLA DR ,ROSALEEN LN ,101664,40.49478203,-112.032521
406,22492,MIRABELLA DR @ 13735 S ,13735,S MIRABELLA DR ,ROSALEEN LN ,101665,40.50209403,-112.035057
407,22493,5600 W @ 13165 S ,13165,S 5600 W ,ROSALEEN LN ,101667,40.50562897,-112.036094
408,22495,12600 S @ 3779 W ,3779,W 12600 S ,ROSALEEN LN ,101669,40.52215202,-111.9815029
409,22496,5600 W @ 13365 S ,13365,S 5600 W ,13400 S ,101670,40.50918797,-112.024374
410,22497,12875 S @ 3723 W ,3723,W 12875 S ,13400 S ,101671,40.51961304,-111.979479
411,22498,9180 W @ 2690 S ,2690,S 9180 W ,2700 S ,101672,40.71158704,-112.110168
412,22502,STATE ST @ 3451 S ,3451,S STATE ST ,FORD AVE ,101673,40.69588103,-111.8880931
413,22503,GLENDALE DR @ 1236 S ,1236,S GLENDALE DR ,2700 W ,101674,40.74210596,-111.929006
414,22504,GLENDALE DR @ 1237 S ,1237,S GLENDALE DR ,2700 W ,101675,40.74215096,-111.928899
415,22510,100 S @ 891 E ,891,E 100 S ,900 E ,101677,40.76729203,-111.865769
416,22515,3900 S @ 2225 E ,2225,E 3900 S ,2300 E ,101678,40.68715096,-111.826938
417,22516,3900 S @ 2059 E ,2059,E 3900 S ,2000 E ,101679,40.68717597,-111.831821
418,22540,3900 S @ 1965 E ,1965,E 3900 S ,2000 E ,101680,40.68717196,-111.834873
419,22517,3900 S @ 1881 E ,1881,E 3900 S ,1860 E ,101681,40.68717299,-111.837988
420,22518,3900 S @ 1880 E ,1880,E 3900 S ,HONEYCUT RD ,101682,40.68703496,-111.837928
421,22519,3900 S @ 2022 E ,2022,E 3900 S ,2035 E ,101683,40.687023,-111.833321
422,22520,3900 S @ 2108 E ,2108,E 3900 S ,OLIVER DR ,101684,40.687023,-111.830834
423,22521,3900 S @ 2230 E ,2230,E 3900 S ,OLIVER DR ,101685,40.68701301,-111.826641
424,22535,13400 S @ 5791 W ,5791,W 13400 S ,13400 S ,101687,40.50780404,-112.029119
425,22530,VESTRY RD @ 13918 S ,13918,S VESTRY RD ,13400 S ,101688,40.49855597,-111.853613
426,22531,VESTRY RD @ 13919 S ,13919,S VESTRY RD ,RADIAL LN (1050 E) ,101689,40.49858599,-111.8534761
427,22536,12600 S @ 2487 W ,2487,W 12600 S ,OLIVER DR ,101690,40.52223504,-111.953721
428,22537,12600 S @ 2468 W ,2468,W 12600 S ,OLIVER DR ,101691,40.52246703,-111.953708
429,22542,800 W @ 309 N ,309,N 800 W ,300 NORTH ,101693,40.77629099,-111.914096
430,22543,CHEYENNE ST @ 426 S ,426,S CHEYENNE ST ,400 S ,101695,40.76003096,-111.934353
431,22544,1300 E @ 8656 S ,8656,S 1300 E ,OLIVER DR ,101696,40.59391199,-111.8533181
432,22563,VIRGINIA ST @ 358 N ,358,N VIRGINIA ST ,11TH AVENUE ,101698,40.77782903,-111.85219
433,22567,3500 S @ 8535 W ,8535,W 3500 S ,8525 W ,101700,40.69644597,-112.095082
434,22570,2700 S @ 5630 W ,5630,W 2700 S ,8525 W ,101701,40.71112599,-112.0262799
435,22571,MURRAY BLVD @ 5120 S ,5120,S MURRAY BLVD ,300 NORTH ,101702,40.65979099,-111.904153
436,22572,MURRAY BLVD @ 5121 S ,5121,S MURRAY BLVD ,300 NORTH ,101703,40.65976101,-111.903954
437,22574,700 W @ 5323 S ,5323,S 700 W ,300 NORTH ,101705,40.65462102,-111.910198
438,22589,HIGHLAND DR @ 9265 S ,9265,S HIGHLAND DR ,MONUMENT ,101707,40.58313499,-111.833871
439,22590,FALCON WY @ 2038 E ,2038,E FALCON WY ,MONUMENT ,101708,40.58498396,-111.833145
440,22591,FALCON WAY @ 2156 E ,2156,E FALCON WAY ,MONUMENT ,101709,40.58539099,-111.829525
441,22592,FALCON WAY @ 2366 E ,2366,E FALCON WAY ,QUAIL RUN DR ,101710,40.58397303,-111.823151
442,22593,PEACOCK DR @ 9280 S ,9280,S PEACOCK DR ,QUAIL RUN DR ,101711,40.58255101,-111.8187511
443,22594,HUNTS END DR @ 9532 S ,9532,S HUNTS END DR ,QUAIL RUN DR ,101712,40.57804402,-111.821086
444,22595,FOXHUNT DR @ 9575 S ,9575,S FOXHUNT DR ,9600 S ,101713,40.57871203,-111.822908
445,22614,3500 S @ 3575 W ,3575,W 3500 S ,3600 W ,101735,40.69662803,-111.977439
446,22615,3500 S @ 3616 W ,3616,W 3500 S ,3500 S ,101736,40.69656403,-111.976731
447,22640,6200 S @ 1611 W ,1611,W 6200 S ,6200 S ,101737,40.63801098,-111.936631
448,22673,MURRAY HOLLADAY RD @ 2102 E ,2102,E MURRAY HOLLADAY RD ,2ND AVENUE ,101746,40.66601201,-111.830777
449,22716,2400 S @ 3865 W ,3865,W 2400 S ,BANGERTER HWY ,101747,40.71830202,-111.984014
450,22717,2400 S @ 3860 W ,3860,W 2400 S ,BANGERTER HWY ,101748,40.71840501,-111.9831971
451,22718,3850 W @ 2480 S ,2480,S 3850 W ,2400 S ,101749,40.71651401,-111.982069
452,22719,3850 W @ 2491 S ,2491,S 3850 W ,2400 S ,101750,40.71650401,-111.981931
453,22720,PARKWAY BLVD @ 3500 W ,3500,W PARKWAY BLVD ,3475 WEST ,101751,40.71125599,-111.974644
454,22721,PARKWAY BLVD @ 3501 W ,3501,W PARKWAY BLVD ,3475 WEST ,101752,40.71111101,-111.9738261
455,22722,PARKWAY BLVD @ 3143 W ,3143,W PARKWAY BLVD ,3200 WEST ,101753,40.71206503,-111.966223
456,22723,PARKWAY BLVD @ 3150 W ,3150,W PARKWAY BLVD ,3200 WEST ,101754,40.71220698,-111.966323
457,22724,PARKWAY BLVD @ 2979 W ,2979,W PARKWAY BLVD ,2700 W ,101755,40.71215396,-111.963365
458,22725,PARKWAY BLVD @ 2980 W ,2980,W PARKWAY BLVD ,2700 WEST ,101756,40.71229497,-111.963275
459,22752,COUGAR LN @ 5576 S ,5576,S COUGAR LN ,2700 WEST ,101770,40.64906399,-112.005666
460,22753,COUGAR LN @ 5535 S ,5535,S COUGAR LN ,NIAGARA WAY ,101771,40.65066396,-112.005485
461,22754,COUGAR LN @ 6307 S ,6307,S COUGAR LN ,6200 S ,101773,40.63646303,-112.006733
462,22755,COUGAR LN @ 6452 S ,6452,S COUGAR LN ,6200 S ,101774,40.63414098,-112.007404
463,22756,900 SOUTH @ 44 W ,44,W 900 SOUTH ,MAIN STREET ,101775,40.74988497,-111.892251
464,22757,900 S @ 35 W ,35,W 900 S ,MAIN ST ,101776,40.74967103,-111.892169
465,22758,300 W @ 1000 S ,1000,S 300 W ,900 S ,101777,40.74733097,-111.899864
466,22759,300 W @ 997 S ,997,S 300 W ,900 S ,101778,40.74743101,-111.899581
467,22760,300 W @ 1140 S ,1140,S 300 W ,PAXTON AVE ,101779,40.74414197,-111.899807
468,22761,300 W @ 1115 S ,1115,S 300 W ,PAXTON AVE ,101780,40.74495102,-111.8995409
469,22762,2700 W @ 4191 S ,4191,S 2700 W ,4100 S ,101781,40.68054203,-111.957847
470,22763,2700 W @ 4345 S ,4345,S 2700 W ,4100 S ,101782,40.676332,-111.957801
471,22764,2700 W @ 4521 S ,4521,S 2700 W ,4700 S ,101783,40.67035501,-111.9578431
472,22765,2700 W @ 4854 S ,4854,S 2700 W ,MIDWEST DR ,101784,40.66386797,-111.9581109
473,22766,2700 W @ 4791 S ,4791,S 2700 W ,MIDWEST DR ,101785,40.66465201,-111.9578261
474,22767,2700 W @ 4998 S ,4998,S 2700 W ,MIDWEST DR ,101786,40.66083102,-111.958087
475,22768,2700 W @ 5075 S ,5075,S 2700 W ,MIDWEST DR ,101787,40.65906504,-111.957775
476,22769,2700 W @ 5300 S ,5300,S 2700 W ,5400 S ,101788,40.65501402,-111.958041
477,22770,2700 W @ 5283 S ,5283,S 2700 W ,5400 S ,101789,40.65523601,-111.957745
478,22775,2700 W @ 4184 S ,4184,S 2700 W ,4100 S ,101794,40.68004498,-111.9581141
479,22776,2700 W @ 4346 S ,4346,S 2700 W ,4100 S ,101795,40.67626498,-111.958137
480,22777,2700 W @ 4510 S ,4510,S 2700 W ,4700 S ,101796,40.67082104,-111.958091
481,22778,13100 S @ 5786 W ,5786,W 13100 S ,13400 S ,101797,40.51423702,-112.028654
482,22779,PIONEER ST @ 13045 S ,13045,S PIONEER ST ,13400 S ,101798,40.51524201,-112.032909
483,22780,PIONEER ST @ 12495 S ,12495,S PIONEER ST ,13400 S ,101799,40.52405198,-112.032946
484,22781,PIONEER ST @ 11917 S ,11917,S PIONEER ST ,13400 S ,101800,40.53567999,-112.032909
485,22782,11800 S @ 5647 W ,5647,W 11800 S ,13400 S ,101801,40.536838,-112.025655
486,22785,11800 S @ 4765 W ,4765,W 11800 S ,13400 S ,101803,40.536903,-112.004787
487,22786,11800 S @ 4585 W ,4585,W 11800 S ,13400 S ,101804,40.53689401,-112.000174
488,22787,4000 W @ 12174 S ,12174,S 4000 W ,13400 S ,101805,40.52988704,-111.986348
489,22790,13400 S @ 3075 W ,3075,W 13400 S ,9600 S ,101808,40.50769599,-111.9645759
490,22791,13400 S @ 2827 W ,2827,W 13400 S ,9600 S ,101809,40.50768403,-111.959368
491,22792,13400 S @ 2361 W ,2361,W 13400 S ,9600 S ,101810,40.50773804,-111.951145
492,22793,13400 S @ 1895 W ,1895,W 13400 S ,9600 S ,101811,40.50768702,-111.942309
493,22794,REDWOOD RD @ 13341 S ,13341,S REDWOOD RD ,9600 S ,101812,40.50871097,-111.938644
494,22795,REDWOOD RD @ 13143 S ,13143,S REDWOOD RD ,9600 S ,101813,40.51231698,-111.938648
495,22796,REDWOOD RD @ 12845 S ,12845,S REDWOOD RD ,9600 S ,101814,40.51754604,-111.938661
496,22797,12600 S @ 2260 W ,2260,W 12600 S ,9600 S ,101815,40.522387,-111.949632
497,22745,2700 W @ 12385 S ,12385,S 2700 W ,9600 S ,101816,40.52601098,-111.9576309
498,22746,2700 W @ 12075 S ,12075,S 2700 W ,9600 S ,101817,40.53203099,-111.957644
499,22802,11800 S @ 3210 W ,3210,W 11800 S ,9600 S ,101818,40.53695997,-111.967569
500,22803,11800 S @ 3690 W ,3690,W 11800 S ,REDWOOD RD ,101819,40.53692398,-111.978761
501,22804,11800 S @ 3695 W ,3695,W 11800 S ,REDWOOD RD ,101820,40.536832,-111.978836
